"Participant_ID","Problem","ProblemStep","Ans","Rule_type","Problem.ID","User.ID","External.Service.ID","Assignment.ID","Problem.Set.ID","Problem.Set.Number","Problem.Set.Name","Problem.Set.Updated.At","Class.Assignments.Position","Assignment.Started.Count","Assignment.Finished.Count","Assignment.Homework.Count","Homework.Percent","Problem.Count","Release.Date","Assigned.Date","Due.Date","Assignment.Logs.ID","Assignment.Types.ID","Assignment.Types.Origin","Class.Assignments.Assignment.Type.ID","Assignment.Type","Assignment.Start.Time","Assignment.End.Time","Late.Assignment","Assignment.Time","Last.Worked.On","Mastery.Status","Network.State","Path.Types","Path.Names","Path","Correct","Answer.Text","Peer.Explanation.ID","Student.Work","Is.Work.Sharable","Peer.Explanation.Created.At","Peer.Explanation.Updated.At","Original","Problem.Logs.ID","Problem.Number","Problem.Sub.Part.ID","Scaffold.Problem.IDs","First.Action","Hint.Count","Bottom.Hint","Attempt.Count","Problem.Start.Time","Problem.End.Time","First.Response.Time","Actions","Problem.Name","Template.ID","Template.Number","Prerequisite.Skill.IDs","Prerequisite.Skill.Names","Postrequisite.Skill.IDs","Postrequisite.Skill.Names","Average.Concentration","Average.Confusion","Average.Frustration","Average.Boredom","Condition","TimeSpentOnStep","NormGain","CorrectAnswer","Rule_order","RL_Pattern","NormalizedFirstRT","NormalizedTimeSpentOnStep","ConfidenceRating","Pre_Test"
"thinkaloudp0101",4,2,0.4,"R4","""PRABMSD2""",616753,"""""",2301866,"PSABC7TB",1010508,"""Thinkaloud-R""","""2020-05-14 19:08:52.67991""",69,1,1,NA,NA,37,"""2019-12-11 11:00:00""","""2019-12-11 13:57:29.522118""","""""",11141361,1,"""Teacher""",1,"""Class""","""2019-12-12 11:50:01.484799""","""2019-12-12 12:06:35.741""","false","""00:16:34.256201""","""2019-12-12""","""""","""CONNECTED""","""""","""""","""/PS6537619/PS6549746""",1,""".4""",NA,"""""",NA,"""""","""""",1,217891484,1235962,1754255,"""""",0,0,0,1,"""2019-12-12 11:54:39.451""","""2019-12-12 11:54:47.794""",8339,"""--- 
- - start
  - 1576169679451
  - ""6549746""
  - HINTS
  - true
  - true
  - FillInProblem
  - 3
  - V1
- - answer
  - 8339
  - true
  - .4
  - 
  - 1
  - 1
  - true
- - end
  - 1
  - 1
  - GREEN_CHECK
""","""P(A) = 0.4 and P(...""","""""",NA,"""""","""""","""""","""""",0.281613796949387,0.152245610952377,0.361177504062653,0.204963132739067,"Reactive",8.34300017356873,0.67,0.4,2,"FollowWrong_SDF",0.0642876165113182,0.0643042328415332,2,0
"thinkaloudp0101",4,3,0.1,"R5","""PRABMSD2""",616753,"""""",2301866,"PSABC7TB",1010508,"""Thinkaloud-R""","""2020-05-14 19:08:52.67991""",69,1,1,NA,NA,37,"""2019-12-11 11:00:00""","""2019-12-11 13:57:29.522118""","""""",11141361,1,"""Teacher""",1,"""Class""","""2019-12-12 11:50:01.484799""","""2019-12-12 12:06:35.741""","false","""00:16:34.256201""","""2019-12-12""","""""","""CONNECTED""","""""","""""","""/PS6537619/PS6549746""",0.333333333333333,""".1""",NA,"""""",NA,"""""","""""",1,217891493,1235962,1754256,"""""",0,1,0,2,"""2019-12-12 11:54:49.329""","""2019-12-12 11:55:53.733""",34395,"""--- 
- - start
  - 1576169689329
  - ""6549746""
  - HINTS
  - true
  - true
  - FillInProblem
  - 3
  - V1
- - answer
  - 34395
  - false
  - .1
  - 
  - 0.666666666666667
  - 0
  - true
- - hint
  - 36230
  - 1
  - 1
  - 0.333333333333333
  - 0
- - answer
  - 64400
  - true
  - .7
  - 
  - 0.333333333333333
  - 0
  - true
- - end
  - 0.333333333333333
  - 0
  - GREEN_CROSS
""","""P(A) = 0.4 and P(...""","""""",NA,"""""","""""","""""","""""",0.281613796949387,0.152245610952377,0.361177533864975,0.204963132739067,"Reactive",64.404000043869,0.67,0.7,1,"SDF",0.419908856489515,0.359989304038323,2,0
"thinkaloudp0101",5,1,0.4,"R4","""PRABNTR5""",616753,"""""",2301866,"PSABC7TB",1010508,"""Thinkaloud-R""","""2020-05-14 19:08:52.67991""",69,1,1,NA,NA,37,"""2019-12-11 11:00:00""","""2019-12-11 13:57:29.522118""","""""",11141361,1,"""Teacher""",1,"""Class""","""2019-12-12 11:50:01.484799""","""2019-12-12 12:06:35.741""","false","""00:16:34.256201""","""2019-12-12""","""""","""CONNECTED""","""""","""""","""/PS6537619/PS6724703""",0.666666666666667,""".4""",NA,"""""",NA,"""""","""""",1,217891598,1267058,1801858,"""""",0,0,0,2,"""2019-12-12 11:56:23.019""","""2019-12-12 11:56:59.943""",12038,"""--- 
- - start
  - 1576169783019
  - ""6724703""
  - HINTS
  - true
  - true
  - FillInProblem
  - 3
  - V1
- - answer
  - 12038
  - false
  - .4
  - 
  - 0.666666666666667
  - 0
  - true
- - answer
  - 36921
  - true
  - .15
  - 
  - 0.666666666666667
  - 0
  - true
- - end
  - 0.666666666666667
  - 0
  - GREEN_CROSS
""","""The probability o...""","""""",NA,"""""","""""","""""","""""",0.281613796949387,0.152245610952377,0.361177504062653,0.204963132739067,"Reactive",36.923999786377,0.67,0.15,3,"FollowWrong_SDF",0.0171711292200233,0.327210585899162,4,0
"thinkaloudp0101",5,2,0.25,"R4","""PRABNTR5""",616753,"""""",2301866,"PSABC7TB",1010508,"""Thinkaloud-R""","""2020-05-14 19:08:52.67991""",69,1,1,NA,NA,37,"""2019-12-11 11:00:00""","""2019-12-11 13:57:29.522118""","""""",11141361,1,"""Teacher""",1,"""Class""","""2019-12-12 11:50:01.484799""","""2019-12-12 12:06:35.741""","false","""00:16:34.256201""","""2019-12-12""","""""","""CONNECTED""","""""","""""","""/PS6537619/PS6724703""",1,""".25""",NA,"""""",NA,"""""","""""",1,217891638,1267058,1801859,"""""",0,0,0,1,"""2019-12-12 11:57:06.732""","""2019-12-12 11:57:15.998""",9262,"""--- 
- - start
  - 1576169826732
  - ""6724703""
  - HINTS
  - true
  - true
  - FillInProblem
  - 3
  - V1
- - answer
  - 9262
  - true
  - .25
  - 
  - 1
  - 1
  - true
- - end
  - 1
  - 1
  - GREEN_CHECK
""","""The probability o...""","""""",NA,"""""","""""","""""","""""",0.752815246582031,0.0494810417294502,0.0612920112907887,0.136411800980568,"Reactive",9.26600027084351,0.67,0.25,4,"FollowWrong_SDF",0.0366062356275737,0.0366310256391132,4,0
"thinkaloudp0101",5,3,0.4,"R5","""PRABNTR5""",616753,"""""",2301866,"PSABC7TB",1010508,"""Thinkaloud-R""","""2020-05-14 19:08:52.67991""",69,1,1,NA,NA,37,"""2019-12-11 11:00:00""","""2019-12-11 13:57:29.522118""","""""",11141361,1,"""Teacher""",1,"""Class""","""2019-12-12 11:50:01.484799""","""2019-12-12 12:06:35.741""","false","""00:16:34.256201""","""2019-12-12""","""""","""CONNECTED""","""""","""""","""/PS6537619/PS6724703""",1,""".4""",NA,"""""",NA,"""""","""""",1,217891647,1267058,1801860,"""""",0,0,0,1,"""2019-12-12 11:57:17.854""","""2019-12-12 11:57:45.645""",27785,"""--- 
- - start
  - 1576169837854
  - ""6724703""
  - HINTS
  - true
  - true
  - FillInProblem
  - 3
  - V1
- - answer
  - 27785
  - true
  - .4
  - 
  - 1
  - 1
  - true
- - end
  - 1
  - 1
  - GREEN_CHECK
""","""The probability o...""","""""",NA,"""""","""""","""""","""""",0.281613796949387,0.152245610952377,0.361177504062653,0.204963132739067,"Reactive",27.7909998893738,0.67,0.4,2,"SDF",0.459912193592223,0.459950342516186,4,0
"thinkaloudp0101",6,1,0.4,"R4","""PRABNTR6""",616753,"""""",2301866,"PSABC7TB",1010508,"""Thinkaloud-R""","""2020-05-14 19:08:52.67991""",69,1,1,NA,NA,37,"""2019-12-11 11:00:00""","""2019-12-11 13:57:29.522118""","""""",11141361,1,"""Teacher""",1,"""Class""","""2019-12-12 11:50:01.484799""","""2019-12-12 12:06:35.741""","false","""00:16:34.256201""","""2019-12-12""","""""","""CONNECTED""","""""","""""","""/PS6537619/PS6724704""",1,""".4""",NA,"""""",NA,"""""","""""",1,217891700,1267059,1801861,"""""",0,0,0,1,"""2019-12-12 11:58:13.666""","""2019-12-12 11:58:25.249""",11580,"""--- 
- - start
  - 1576169893666
  - ""6724704""
  - HINTS
  - true
  - true
  - FillInProblem
  - 3
  - V1
- - answer
  - 11580
  - true
  - .4
  - 
  - 1
  - 1
  - true
- - end
  - 1
  - 1
  - GREEN_CHECK
""","""The probability o...""","""""",NA,"""""","""""","""""","""""",NA,NA,NA,NA,"Reactive",11.5830001831055,0.67,0.4,5,"FollowWrong_SDF",0.0626970543194307,0.0430564109942788,5,0
"thinkaloudp0101",6,2,0.1,"R4","""PRABNTR6""",616753,"""""",2301866,"PSABC7TB",1010508,"""Thinkaloud-R""","""2020-05-14 19:08:52.67991""",69,1,1,NA,NA,37,"""2019-12-11 11:00:00""","""2019-12-11 13:57:29.522118""","""""",11141361,1,"""Teacher""",1,"""Class""","""2019-12-12 11:50:01.484799""","""2019-12-12 12:06:35.741""","false","""00:16:34.256201""","""2019-12-12""","""""","""CONNECTED""","""""","""""","""/PS6537619/PS6724704""",1,""".1""",NA,"""""",NA,"""""","""""",1,217891712,1267059,1801862,"""""",0,0,0,1,"""2019-12-12 11:58:26.68""","""2019-12-12 11:58:31.065""",4380,"""--- 
- - start
  - 1576169906680
  - ""6724704""
  - HINTS
  - true
  - true
  - FillInProblem
  - 3
  - V1
- - answer
  - 4380
  - true
  - .1
  - 
  - 1
  - 1
  - true
- - end
  - 1
  - 1
  - GREEN_CHECK
""","""The probability o...""","""""",NA,"""""","""""","""""","""""",0.196558594703674,0.183427929878235,0.428432285785675,0.191581189632416,"Reactive",4.38500022888184,0.67,0.1,6,"FollowWrong_SDF",0,0,5,0
"thinkaloudp0101",6,3,0.9,"R5","""PRABNTR6""",616753,"""""",2301866,"PSABC7TB",1010508,"""Thinkaloud-R""","""2020-05-14 19:08:52.67991""",69,1,1,NA,NA,37,"""2019-12-11 11:00:00""","""2019-12-11 13:57:29.522118""","""""",11141361,1,"""Teacher""",1,"""Class""","""2019-12-12 11:50:01.484799""","""2019-12-12 12:06:35.741""","false","""00:16:34.256201""","""2019-12-12""","""""","""CONNECTED""","""""","""""","""/PS6537619/PS6724704""",0.666666666666667,""".9""",NA,"""""",NA,"""""","""""",1,217891718,1267059,1801863,"""""",0,0,0,2,"""2019-12-12 11:58:32.326""","""2019-12-12 11:58:55.751""",10028,"""--- 
- - start
  - 1576169912326
  - ""6724704""
  - HINTS
  - true
  - true
  - FillInProblem
  - 3
  - V1
- - answer
  - 10028
  - false
  - .9
  - 
  - 0.666666666666667
  - 0
  - true
- - answer
  - 23422
  - true
  - .5
  - 
  - 0.666666666666667
  - 0
  - true
- - end
  - 0.666666666666667
  - 0
  - GREEN_CROSS
""","""The probability o...""","""""",NA,"""""","""""","""""","""""",0.281613796949387,0.152245610952377,0.361177504062653,0.204963132739067,"Reactive",23.4249999523163,0.67,0.5,3,"SDF",0.0541122371272919,0.25027458376449,5,0
"thinkaloudp0101",7,1,0.25,"R3","""PRABMSDY""",616753,"""""",2301866,"PSABC7TB",1010508,"""Thinkaloud-R""","""2020-05-14 19:08:52.67991""",69,1,1,NA,NA,37,"""2019-12-11 11:00:00""","""2019-12-11 13:57:29.522118""","""""",11141361,1,"""Teacher""",1,"""Class""","""2019-12-12 11:50:01.484799""","""2019-12-12 12:06:35.741""","false","""00:16:34.256201""","""2019-12-12""","""""","""CONNECTED""","""""","""""","""/PS6537619/PS6549744""",1,"""1/4""",NA,"""""",NA,"""""","""""",1,217891773,1235960,1754169,"""""",0,0,0,1,"""2019-12-12 11:59:39.556""","""2019-12-12 12:00:07.297""",27737,"""--- 
- - start
  - 1576169979556
  - ""6549744""
  - HINTS
  - true
  - true
  - FillInProblem
  - 3
  - V1
- - answer
  - 27737
  - true
  - 1/4
  - 
  - 1
  - 1
  - true
- - end
  - 1
  - 1
  - GREEN_CHECK
""","""A drawer contains...""","""""",NA,"""""","""""","""""","""""",0.281613796949387,0.152245610952377,0.361177504062653,0.204963132739067,"Reactive",27.7409999370575,0.67,0.25,4,"Follow",0.2678430209569,0.267859492548818,3,0
"thinkaloudp0101",7,2,0.45,"R6","""PRABMSDY""",616753,"""""",2301866,"PSABC7TB",1010508,"""Thinkaloud-R""","""2020-05-14 19:08:52.67991""",69,1,1,NA,NA,37,"""2019-12-11 11:00:00""","""2019-12-11 13:57:29.522118""","""""",11141361,1,"""Teacher""",1,"""Class""","""2019-12-12 11:50:01.484799""","""2019-12-12 12:06:35.741""","false","""00:16:34.256201""","""2019-12-12""","""""","""CONNECTED""","""""","""""","""/PS6537619/PS6549744""",1,"""5/11""",NA,"""""",NA,"""""","""""",1,217891792,1235960,1754170,"""""",0,0,0,1,"""2019-12-12 12:00:08.59""","""2019-12-12 12:00:35.819""",27226,"""--- 
- - start
  - 1576170008590
  - ""6549744""
  - HINTS
  - true
  - true
  - FillInProblem
  - 3
  - V1
- - answer
  - 27226
  - true
  - 5/11
  - 
  - 1
  - 1
  - true
- - end
  - 1
  - 1
  - GREEN_CHECK
""","""A drawer contains...""","""""",NA,"""""","""""","""""","""""",0.281613796949387,0.152245610952377,0.361177504062653,0.204963132739067,"Reactive",27.2289998531342,0.67,0.454545454545455,1,"Follow",0.111958054282693,0.0850942691274767,3,0
"thinkaloudp0101",7,3,0.7,"R7","""PRABMSDY""",616753,"""""",2301866,"PSABC7TB",1010508,"""Thinkaloud-R""","""2020-05-14 19:08:52.67991""",69,1,1,NA,NA,37,"""2019-12-11 11:00:00""","""2019-12-11 13:57:29.522118""","""""",11141361,1,"""Teacher""",1,"""Class""","""2019-12-12 11:50:01.484799""","""2019-12-12 12:06:35.741""","false","""00:16:34.256201""","""2019-12-12""","""""","""CONNECTED""","""""","""""","""/PS6537619/PS6549744""",0.333333333333333,""".7""",NA,"""""",NA,"""""","""""",1,217891813,1235960,1754173,"""""",0,1,0,2,"""2019-12-12 12:00:37.242""","""2019-12-12 12:01:50.451""",35261,"""--- 
- - start
  - 1576170037242
  - ""6549744""
  - HINTS
  - true
  - true
  - FillInProblem
  - 3
  - V1
- - answer
  - 35261
  - false
  - .7
  - 
  - 0.666666666666667
  - 0
  - true
- - hint
  - 59222
  - 1
  - 1
  - 0.333333333333333
  - 0
- - answer
  - 73206
  - true
  - 5/44
  - 
  - 0.333333333333333
  - 0
  - true
- - end
  - 0.333333333333333
  - 0
  - GREEN_CROSS
""","""A drawer contains...""","""""",NA,"""""","""""","""""","""""",0.281613796949387,0.152245610952377,0.361177533864975,0.204963132739067,"Reactive",73.2089998722076,0.67,0.113636363636364,1,"SDF",0.245992134821209,0.325305733648729,3,0
